a0,a1,a2,a3,a4,class
2700.1264,1526.6785,603.4987,5.393935,88.022724,SCS
2641.428,1462.3973,622.9664,5.145031,91.389277,SCS
3022.9676,1655.2409,934.4496,17.952675,80.280757,SCS
3022.9676,1655.2409,934.4496,18.589093,80.156098,SCS
2993.6184,1639.1706,953.9173,19.71772,78.873316,SCS
2993.6184,1639.1706,953.9173,19.961355,78.790862,SCS
2993.6184,1623.1003,953.9173,20.410759,78.447435,SCS
2993.6184,1623.1003,973.385,20.651195,78.447435,SCS
2964.2692,1623.1003,973.385,21.403591,77.491935,SCS
2964.2692,1623.1003,973.385,21.470325,77.491935,SCS
2670.7772,1623.1003,817.6434,11.827231,85.959293,SCS
2964.2692,1607.03,973.385,21.051921,78.447435,SCS
2934.92,1510.6082,934.4496,15.718186,84.528102,SCS
2934.92,1494.5379,914.9819,15.370789,85.510233,SCS
2934.92,1478.4676,914.9819,15.094634,86.492774,SCS
2934.92,1478.4676,914.9819,15.082272,86.492774,SCS
2934.92,1478.4676,914.9819,15.009132,86.492774,SCS
3052.3168,1478.4676,914.9819,14.663763,86.833173,SCS
3052.3168,1478.4676,914.9819,14.610551,86.884981,SCS
3052.3168,1478.4676,914.9819,14.642197,86.884981,SCS
3052.3168,1494.5379,914.9819,15.191568,85.906926,SCS
2700.1264,1703.4518,817.6434,11.512573,87.658428,SCS
3052.3168,1510.6082,914.9819,15.733471,84.929382,SCS
2905.5708,1671.3112,992.8527,19.574325,81.024688,SCS
2876.2216,1687.3815,953.9173,18.002213,82.377181,SCS
2876.2216,1687.3815,953.9173,18.026525,82.298238,SCS
2905.5708,1671.3112,953.9173,18.93926,81.024688,SCS
2934.92,1671.3112,973.385,19.3888,80.65358,SCS
2964.2692,1671.3112,973.385,19.733387,80.411442,SCS
2964.2692,1671.3112,973.385,19.772718,80.411442,SCS
2964.2692,1655.2409,973.385,20.157271,79.429214,SCS
2964.2692,1655.2409,973.385,20.033899,79.429214,VSCS
2964.2692,1542.7488,856.5788,13.596038,82.2253,VSCS
2993.6184,1574.8894,914.9819,16.528607,80.622577,VSCS
2817.5232,1639.1706,973.385,19.270717,82.462113,VSCS
2993.6184,1558.8191,934.4496,16.607919,81.541401,VSCS
2993.6184,1558.8191,934.4496,16.781462,81.41253,VSCS
2964.2692,1558.8191,934.4496,16.867966,81.301907,VSCS
2934.92,1526.6785,934.4496,16.279689,83.384651,VSCS
2876.2216,1494.5379,934.4496,15.275033,85.883642,VSCS
2934.92,1526.6785,934.4496,16.58961,83.006024,VSCS
2905.5708,1494.5379,914.9819,15.847129,84.15462,VSCS
2846.8724,1462.3973,914.9819,14.717174,86.977008,VSCS
2817.5232,1430.2567,914.9819,13.639976,88.526832,VSCS
2964.2692,1542.7488,856.5788,13.252946,82.2253,VSCS
2817.5232,1398.1161,895.5142,12.199749,91.08238,VSCS
2905.5708,1607.03,973.385,19.374127,79.711982,VSCS
2905.5708,1623.1003,953.9173,19.602708,79.429214,VSCS
2905.5708,1623.1003,973.385,19.828686,79.429214,VSCS
2905.5708,1639.1706,973.385,19.979341,79.711982,VSCS
2905.5708,1639.1706,973.385,20.388073,79.711982,VSCS
2876.2216,1639.1706,973.385,19.881635,80.65358,VSCS
2876.2216,1623.1003,973.385,19.810857,80.411442,VSCS
2846.8724,1607.03,973.385,19.297445,81.584312,VSCS
2846.8724,1590.9597,973.385,19.267907,81.884064,VSCS
2993.6184,1542.7488,837.1111,12.816545,82.462113,VSCS
2876.2216,1607.03,973.385,19.681932,80.60397,VSCS
2964.2692,1558.8191,953.9173,18.74098,81.394103,VSCS
2964.2692,1590.9597,973.385,21.334802,79.429214,VSCS
2964.2692,1607.03,992.8527,22.907786,78.447435,VSCS
2964.2692,1590.9597,992.8527,22.260702,79.429214,VSCS
2964.2692,1607.03,992.8527,22.55715,78.447435,VSCS
2993.6184,1590.9597,973.385,20.839255,79.711982,VSCS
3081.666,1623.1003,973.385,19.45521,81.394103,VSCS
3052.3168,1639.1706,953.9173,20.034221,80.60397,VSCS
3052.3168,1655.2409,953.9173,19.199453,80.777472,VSCS
3022.9676,1526.6785,837.1111,12.905756,83.677954,VSCS
3052.3168,1623.1003,953.9173,18.726277,80.411442,VSCS
2905.5708,1751.6627,798.1757,9.904547,85.375641,VSCS
2758.8248,1703.4518,798.1757,10.713091,86.05231,VSCS
2729.4756,1655.2409,856.5788,12.076678,85.422479,VSCS
2758.8248,1639.1706,856.5788,12.005666,83.761566,VSCS
2817.5232,1687.3815,856.5788,11.597557,83.815273,VSCS
2729.4756,1703.4518,856.5788,10.86019,86.838931,VSCS
2670.7772,1719.5221,856.5788,9.957311,89.06739,VSCS
2758.8248,1751.6627,837.1111,9.675795,88.090862,VSCS
2729.4756,1751.6627,817.6434,9.170831,88.729927,VSCS
3022.9676,1526.6785,837.1111,12.899153,83.677954,VSCS
2758.8248,1735.5924,817.6434,9.260907,87.321246,VSCS
2494.682,1767.733,778.708,6.499979,94.260278,VSCS
2494.682,1751.6627,759.2403,6.374762,93.509358,VSCS
2524.0312,1735.5924,759.2403,6.35089,92.097774,VSCS
2494.682,1735.5924,739.7726,6.228765,92.763139,VSCS
2494.682,1735.5924,739.7726,6.218018,92.763139,VSCS
2494.682,1735.5924,739.7726,6.218018,92.763139,VSCS
2905.5708,1655.2409,856.5788,12.338727,80.280757,VSCS
2876.2216,1623.1003,837.1111,11.49535,80.411442,VSCS
2788.174,1446.327,817.6434,8.850797,89.106678,VSCS
2993.6184,1510.6082,856.5788,13.095812,84.403791,VSCS
2905.5708,1574.8894,798.1757,9.881422,80.919713,VSCS
2670.7772,1414.1864,642.4341,4.824263,93.47727,VSCS
2700.1264,1398.1161,642.4341,4.575773,94.031909,VSCS
2788.174,1365.9755,603.4987,4.278631,93.493315,VSCS
2817.5232,1333.8349,603.4987,4.041554,93.471921,VSCS
2876.2216,1542.7488,603.4987,4.89208,83.216585,VSCS
2905.5708,1478.4676,564.5633,4.184115,85.586214,VSCS
2905.5708,1462.3973,564.5633,4.015747,86.833173,VSCS
2964.2692,1446.327,564.5633,3.893025,86.353923,VSCS
2964.2692,1430.2567,564.5633,3.728874,87.658428,VSCS
2934.92,1494.5379,876.0465,13.196492,85.510233,VSCS
2993.6184,1414.1864,584.031,3.577828,88.119237,VSCS
3022.9676,1639.1706,973.385,20.927103,79.699435,VSCS
2993.6184,1623.1003,953.9173,19.892319,78.447435,VSCS
2905.5708,1639.1706,934.4496,16.874436,79.711982,VSCS
2876.2216,1623.1003,895.5142,15.749776,80.324343,VSCS
2934.92,1542.7488,876.0465,13.762448,82.565126,VSCS
2817.5232,1526.6785,895.5142,13.092103,85.276022,VSCS
2817.5232,1526.6785,895.5142,13.092103,85.276022,VSCS
2876.2216,1590.9597,914.9819,15.683061,81.006173,VSCS
2729.4756,1607.03,895.5142,13.610194,84.770278,VSCS
2905.5708,1478.4676,895.5142,13.471457,86.683332,VSCS
2758.8248,1607.03,895.5142,13.749396,84.023806,VSCS
3022.9676,1526.6785,934.4496,17.09027,83.815273,VSCS
2993.6184,1526.6785,934.4496,17.51953,83.546394,VSCS
3022.9676,1542.7488,953.9173,18.160931,82.873397,VSCS
2993.6184,1542.7488,953.9173,18.700379,82.565126,VSCS
2993.6184,1542.7488,953.9173,18.700379,82.565126,VSCS
2993.6184,1542.7488,973.385,18.998825,82.565126,VSCS
2964.2692,1558.8191,973.385,19.870487,81.394103,VSCS
2964.2692,1574.8894,973.385,20.063528,80.411442,VSCS
2993.6184,1590.9597,973.385,19.58946,79.705709,VSCS
2905.5708,1462.3973,914.9819,13.443459,87.664132,VSCS
3052.3168,1607.03,973.385,18.628262,80.280757,VSCS
2934.92,1655.2409,992.8527,21.828944,79.711982,VSCS
2964.2692,1655.2409,992.8527,21.860049,79.429214,VSCS
2964.2692,1655.2409,992.8527,21.907687,79.429214,VSCS
2964.2692,1655.2409,992.8527,21.977313,79.429214,VSCS
2934.92,1655.2409,992.8527,21.685827,79.711982,VSCS
2905.5708,1655.2409,992.8527,21.14288,80.280757,VSCS
2846.8724,1655.2409,992.8527,19.468137,81.8352,VSCS
2876.2216,1623.1003,1012.3204,21.087323,80.411442,VSCS
2876.2216,1623.1003,1012.3204,21.14334,80.411442,VSCS
